Density(kg/m3),Tensile_Strength(MPa),Hardness(HB),Thermal_Conductivity(W/mK),Elastic_Modulus(GPa),Class
4657.457177,182.399043,1292.129119,116.295944,121.788248,Ceramic
1383.167184,55.796676,33.529401,0.383187,3.889943,Polymer
6571.547075,1149.376747,138.886114,130.141169,66.467680,Metal
2156.752065,268.512009,2591.313359,44.248845,323.009574,Ceramic
8488.462992,1083.020073,341.826986,363.175160,124.910900,Metal
5743.129893,425.918402,2506.305977,66.930527,413.359836,Ceramic
1147.690475,84.355317,31.689175,0.175165,4.699928,Polymer
8602.629685,197.827777,281.751900,52.690094,215.614281,Metal
3109.672407,107.443387,149.571593,86.313090,213.925705,Metal
3922.045733,172.653857,158.816162,192.901445,219.046359,Metal
1238.640133,11.303504,14.327744,0.311386,0.109495,Polymer
1326.165993,88.265178,5.421111,0.195519,4.170906,Polymer
2674.048028,76.367632,2543.835791,88.726472,202.106216,Ceramic
865.556917,82.991005,13.114541,0.414889,3.219846,Polymer
1048.657741,65.442581,43.355862,0.451938,2.909507,Polymer
5698.135202,261.981358,151.005893,265.138136,170.815550,Metal
3289.214145,56.239986,2301.722845,111.505656,467.966191,Ceramic
6227.162989,208.523495,366.343276,261.400761,176.539682,Metal
1438.473128,94.681045,31.430864,0.277251,2.447187,Polymer
1498.430291,96.456257,6.109101,0.306137,3.715811,Polymer
4413.028842,354.725336,1983.326648,3.225266,304.361054,Ceramic
1460.179655,89.360224,42.298060,0.250350,2.121865,Polymer
5975.497042,983.611715,253.227567,226.511766,61.981826,Metal
5174.287632,778.667958,91.362933,297.269182,147.591143,Metal
3525.878085,888.819992,210.148248,192.144903,54.558225,Metal
5247.301717,223.677775,2440.340069,53.908036,468.091795,Ceramic
5705.292569,372.001250,1365.008521,89.974091,276.926421,Ceramic
4401.852724,456.630474,1675.151941,72.877473,376.746370,Ceramic
4506.635264,27.523697,2746.368989,48.397369,392.946511,Ceramic
3365.198990,821.221625,136.865436,200.484778,192.436635,Metal
967.162565,49.424487,14.843835,0.137334,3.328163,Polymer
1149.130589,52.510389,40.980193,0.279519,2.244849,Polymer
6040.057453,1133.400178,141.531266,173.002818,176.459561,Metal
2621.640416,487.064387,2986.976667,140.889081,154.119349,Ceramic
802.122183,36.565643,40.109876,0.372176,2.927263,Polymer
4031.670407,445.886716,2956.154528,147.494343,410.291704,Ceramic
4353.690376,412.074955,1267.537767,113.023726,426.787426,Ceramic
7417.890082,160.675727,232.917922,101.809432,188.414896,Metal
1218.917991,60.300586,4.353335,0.377986,3.014053,Polymer
3669.727478,110.443211,2121.811592,13.382872,396.353812,Ceramic
1014.593469,64.342039,28.585067,0.296826,4.466700,Polymer
6648.073864,1168.732474,149.843919,302.173950,132.958368,Metal
1107.891908,78.272364,15.364131,0.311372,1.594660,Polymer
4057.453350,322.243702,180.780715,319.272177,173.122533,Metal
1231.892245,14.915091,46.740675,0.352456,3.901174,Polymer
5855.800285,105.679717,428.173856,91.421472,165.581121,Ceramic
2869.241800,1079.448759,136.307221,341.925278,113.271518,Metal
3695.384873,49.695451,2159.984124,93.334804,304.324375,Ceramic
877.840087,30.437529,17.346981,0.344048,4.014485,Polymer
1423.305910,50.250977,4.846989,0.306286,3.049043,Polymer
5909.252376,91.927655,604.801589,16.590572,322.101878,Ceramic
2710.311022,138.441612,371.594112,166.219740,197.567481,Metal
5578.931421,424.900368,378.396298,203.340493,170.145761,Metal
3115.302515,420.999460,1298.171961,45.704836,134.356427,Ceramic
5833.335735,432.501696,2827.372865,51.699516,334.802547,Ceramic
8919.820003,431.863781,266.894679,152.597672,119.812772,Metal
1283.178032,41.275445,12.402051,0.264828,1.552498,Polymer
2623.995098,591.100559,153.095651,99.341094,80.491005,Metal
5388.832350,20.691134,2954.805369,14.057131,246.356911,Ceramic
5496.699692,987.772719,277.949407,253.065557,193.509677,Metal
6911.311512,633.989431,268.772546,332.458341,85.353958,Metal
1357.729024,19.221868,47.462914,0.210186,4.683787,Polymer
1208.785777,70.082312,16.501022,0.238440,0.142040,Polymer
985.840948,96.528722,37.008708,0.130359,2.613268,Polymer
1421.058849,94.131476,30.330105,0.340420,1.302331,Polymer
3455.960724,394.237222,931.582101,137.716947,134.318465,Ceramic
1232.762584,60.370616,43.415589,0.271705,4.768835,Polymer
3121.063798,381.373406,2911.527885,40.526892,288.819333,Ceramic
1227.008128,14.310890,40.241122,0.358845,1.824614,Polymer
2380.259424,203.932189,949.305174,85.415826,393.810803,Ceramic
970.712617,95.279681,20.160647,0.227132,4.983777,Polymer
1186.686850,39.324146,37.592614,0.147889,4.912128,Polymer
4430.124228,359.976885,2944.378867,111.746151,155.999203,Ceramic
5640.455329,121.717405,2697.882480,64.713696,448.386539,Ceramic
2450.699017,121.687032,2801.461902,98.691008,167.984686,Ceramic
5193.836236,727.572122,222.745597,171.992777,165.937476,Metal
2551.155047,782.186971,79.883314,199.492398,154.199707,Metal
2597.350157,129.630952,2955.655800,49.614370,149.148003,Ceramic
3445.505119,59.512711,1370.687287,53.481479,167.027473,Ceramic
5433.009221,365.375066,2267.728721,147.259963,379.222539,Ceramic
7514.248574,890.618484,399.064849,282.981628,147.666928,Metal
1355.361527,68.187112,5.412820,0.433046,2.762044,Polymer
6464.297272,290.514465,237.657019,68.862475,98.523740,Metal
7782.959532,206.432001,118.106856,69.465296,132.995316,Metal
1101.941505,66.044170,32.549002,0.378568,4.993072,Polymer
6670.687626,1065.964012,99.528769,292.322989,87.009473,Metal
896.718884,20.078150,22.207028,0.281198,4.356152,Polymer
3570.972428,378.136856,812.258720,38.454696,217.443411,Ceramic
5735.457048,393.370402,2847.635054,81.683364,290.726162,Ceramic
4303.916098,612.156231,293.808244,188.256756,103.071613,Metal
854.572036,37.697540,29.724813,0.367091,0.187477,Polymer
2730.024152,187.900692,859.142988,37.761736,151.279656,Ceramic
988.033930,56.072368,12.364946,0.390747,0.611133,Polymer
3476.178358,461.151228,2359.080658,98.161707,341.469420,Ceramic
8493.597107,390.220797,97.701820,226.622435,70.550754,Metal
1115.328881,91.603485,21.752354,0.238511,3.571796,Polymer
1100.160121,21.462442,2.287592,0.178076,4.167067,Polymer
3311.928262,773.894386,149.840516,371.889936,78.052488,Metal
6299.026499,242.247221,91.002911,85.320991,138.203951,Metal
5912.254741,134.082142,1239.076389,64.321656,153.403672,Ceramic
1486.978390,86.256673,25.927033,0.108532,2.380179,Polymer
2528.038206,651.690174,364.170500,84.997818,56.121216,Metal
3425.670599,320.535344,410.170811,105.806760,337.352631,Ceramic
2782.120485,185.841976,1073.985561,85.170453,184.631807,Ceramic
3959.585514,393.702589,739.828573,127.035033,332.081479,Ceramic
860.839171,6.468606,33.955734,0.167130,2.406382,Polymer
7686.772297,1028.333574,343.133679,237.426864,184.243033,Metal
5601.022319,138.864175,2450.943108,104.003890,395.678084,Ceramic
948.173327,45.964937,2.663444,0.171284,0.870269,Polymer
803.108319,66.635855,24.206737,0.112844,1.180225,Polymer
2416.461304,70.784551,1302.613745,134.538735,316.837491,Ceramic
1066.858640,53.093855,44.649077,0.324817,2.935954,Polymer
2646.603374,343.833144,1807.521977,18.442900,243.257559,Ceramic
2561.159600,432.854862,1483.282901,58.095088,118.173483,Ceramic
4333.521414,364.938769,2913.431546,44.173418,212.263602,Ceramic
1345.478489,15.448109,49.627944,0.459225,1.188856,Polymer
1444.756019,73.462875,13.157103,0.150333,1.732694,Polymer
4652.125799,30.267420,674.754317,48.097127,330.323259,Ceramic
5887.398276,324.137229,316.025688,285.486628,217.588987,Metal
4750.850393,279.669772,2116.946103,94.677490,129.763202,Ceramic
1457.682568,67.430724,10.022483,0.429066,4.112624,Polymer
5589.332412,343.116309,2800.117711,89.643183,458.945666,Ceramic
2326.884651,299.132261,1542.223949,130.561210,298.672903,Ceramic
1489.419787,62.018254,5.089612,0.357684,3.727961,Polymer
1056.552831,25.799921,40.923601,0.461094,3.127877,Polymer
1453.409718,22.056321,14.019608,0.483066,3.771427,Polymer
1024.373713,96.417612,46.615683,0.358288,2.180771,Polymer
1450.520778,98.425442,32.803994,0.366683,2.719013,Polymer
876.940826,37.570704,8.143027,0.460621,0.597115,Polymer
4787.330136,384.726841,2013.747261,51.362730,202.715875,Ceramic
2458.709497,91.014369,2245.909022,49.461021,332.263280,Ceramic
943.702233,42.421995,20.109446,0.222189,0.617520,Polymer
952.601779,47.802349,13.929184,0.496487,3.727463,Polymer
4267.286824,47.884724,704.397621,17.020997,458.839781,Ceramic
915.238750,31.001778,14.297518,0.163565,1.749714,Polymer
1443.784384,83.188234,16.397662,0.366411,3.047116,Polymer
3283.326635,737.202321,225.204832,272.290513,195.981273,Metal
1115.092985,15.715007,14.964936,0.195375,2.903966,Polymer
2163.206634,327.902127,955.142023,55.710631,385.482273,Ceramic
6364.119189,131.481202,398.388351,254.466957,58.399164,Metal
1414.903797,8.178630,1.281297,0.334623,2.015624,Polymer
6418.707296,871.671325,115.872398,389.161654,202.176287,Metal
1129.446738,96.148223,9.253799,0.419693,1.454553,Polymer
5343.894711,134.073934,525.279784,52.700756,234.708862,Ceramic
4267.529250,334.630763,1519.651639,4.066335,146.131963,Ceramic
3216.682366,732.746717,204.564336,162.821749,66.651662,Metal
5971.157948,310.548393,2557.098268,4.796205,252.995751,Ceramic
1149.152983,60.025831,18.339465,0.242948,2.674256,Polymer
3053.112316,500.752075,344.782888,185.156578,174.597025,Metal
8248.513938,1161.026855,139.516988,195.644675,136.707375,Metal
5075.847119,216.955561,1825.594088,110.079923,102.890192,Ceramic
7682.656118,915.617474,355.614694,397.437270,169.856789,Metal
2703.346046,58.843893,1607.312868,94.598590,187.176034,Ceramic
7547.326698,232.734961,308.503832,68.860247,214.019226,Metal
1034.791703,55.453150,6.584662,0.358729,3.589333,Polymer
3256.145139,911.497820,212.177369,57.430322,111.642540,Metal
820.631055,99.761270,43.123333,0.224423,1.331027,Polymer
7590.733853,976.113715,56.801738,116.504983,161.937058,Metal
1485.192707,62.785259,44.203126,0.226227,0.480467,Polymer
4438.684931,485.068817,155.464996,394.193887,146.590245,Metal
3411.426308,305.641182,565.792716,86.473637,460.791754,Ceramic
1391.541154,98.704232,33.303457,0.205853,3.469708,Polymer
2639.545591,433.872894,275.705898,138.279270,147.149034,Metal
1320.477783,40.543801,41.584508,0.268402,1.245895,Polymer
4460.080280,412.010783,2872.275169,111.317312,417.662461,Ceramic
5175.044772,343.028406,1589.467404,61.151157,397.214232,Ceramic
7060.204405,1031.534994,275.492481,89.059672,214.451785,Metal
1386.435417,77.803412,24.560005,0.337491,0.065094,Polymer
3388.665014,287.559523,666.415809,20.513390,247.507634,Ceramic
1130.959237,57.312967,22.342475,0.230919,3.384526,Polymer
7277.041885,153.691185,86.025940,72.840313,74.865462,Metal
1343.499544,44.437107,11.109543,0.463120,3.237767,Polymer
8373.800477,101.345208,211.389328,259.110285,126.064233,Metal
3373.246620,262.368781,2578.461867,31.398281,417.186266,Ceramic
3734.426895,821.253712,140.985443,71.887856,126.907297,Metal
2021.767500,342.327834,2967.566145,126.408853,151.204524,Ceramic
1342.248902,17.598660,31.760054,0.122982,0.847036,Polymer
4736.252791,40.682697,2558.018069,130.531891,259.622623,Ceramic
2068.293684,237.518887,1815.811542,115.883189,387.366130,Ceramic
4010.919878,936.191711,169.042630,132.106945,136.204913,Metal
1090.302952,95.337668,46.981291,0.322219,2.314501,Polymer
874.548471,53.360276,27.603396,0.473307,1.199256,Polymer
6157.629598,221.833195,102.539240,287.389303,208.876931,Metal
4864.985028,673.007497,313.085516,163.718553,82.998075,Metal
7171.268190,328.241103,96.400668,56.506932,178.886903,Metal
7579.493767,150.980040,51.093431,214.520678,197.788169,Metal
1290.548067,90.301862,41.609086,0.234487,1.329030,Polymer
4692.749801,450.895902,2864.594016,113.259834,140.172110,Ceramic
1182.300181,96.452663,34.927683,0.216146,4.277297,Polymer
1202.530615,11.876770,45.175373,0.206461,3.492772,Polymer
4877.081854,620.794939,202.940820,167.524247,148.925764,Metal
2602.170776,116.782836,1573.418611,16.386179,294.203291,Ceramic
2172.817267,166.433695,1353.652823,145.759028,376.783309,Ceramic
1485.658592,47.214533,19.650733,0.491796,4.054721,Polymer
2690.885133,497.332686,523.000309,20.439641,217.020380,Ceramic
961.680128,96.165716,5.486501,0.496534,1.569346,Polymer
4648.275099,112.455011,2478.513226,143.462080,242.237797,Ceramic
1219.539244,63.919563,31.717218,0.163940,0.345886,Polymer
893.439732,98.922194,8.922896,0.400783,0.063408,Polymer
4462.095348,347.178751,952.025389,9.276633,424.737362,Ceramic
4168.315476,152.213854,382.919728,285.392523,69.823704,Metal
3994.653342,384.538440,2202.818077,149.828640,130.064011,Ceramic
1228.786641,15.899111,47.831801,0.406392,1.973957,Polymer
1032.081206,66.588473,3.294111,0.334161,4.143698,Polymer
4139.372284,212.241994,1300.637174,4.109467,319.323322,Ceramic
3868.637417,854.209455,113.553561,194.562460,170.023640,Metal
7869.131787,1096.424143,308.237466,23.100963,107.890952,Metal
1015.251632,55.236446,27.675268,0.471490,2.468747,Polymer
4394.276733,368.051984,1532.851716,69.935031,417.740716,Ceramic
949.336850,38.488244,30.209994,0.165678,2.842757,Polymer
965.223099,11.927761,43.803712,0.408483,1.725645,Polymer
1117.504087,60.286743,34.340912,0.448460,0.347714,Polymer
823.844393,53.381893,34.272971,0.286196,3.409890,Polymer
910.694076,20.518647,32.502732,0.206627,1.369701,Polymer
4382.235500,599.508824,331.516294,322.683125,141.097534,Metal
7603.560212,534.588449,266.747330,351.377565,102.766184,Metal
2321.503869,145.988451,706.938675,55.829067,156.177257,Ceramic
2372.202970,83.603363,2266.541358,72.467694,187.766988,Ceramic
2341.273405,132.467320,1791.195820,66.660425,414.306558,Ceramic
3249.210031,942.720209,124.046600,248.410294,104.836977,Metal
8504.906831,801.219466,101.552670,147.322261,147.086743,Metal
945.599270,21.415205,48.228007,0.429640,3.973983,Polymer
8094.630546,339.514188,380.333781,385.765321,128.346296,Metal
1397.055651,63.127606,11.478998,0.260133,1.987777,Polymer
1135.214033,97.012642,47.439891,0.325266,4.087333,Polymer
1261.510885,65.853725,47.640763,0.319602,0.807843,Polymer
4257.729048,60.250314,2585.452286,32.404316,467.262509,Ceramic
1109.688456,64.128670,15.866100,0.355425,1.622784,Polymer
825.764673,53.396230,17.940232,0.373875,1.340308,Polymer
1478.429395,36.698532,38.708336,0.353840,0.821978,Polymer
8599.340216,928.892399,374.089235,276.467574,198.842693,Metal
961.030502,53.012925,7.033239,0.460314,1.360268,Polymer
8145.237121,1184.995649,79.149203,341.434216,95.653120,Metal
4729.198361,815.214175,74.391369,118.644680,177.430659,Metal
983.126789,35.811131,17.348535,0.101321,0.643063,Polymer
851.376749,63.621597,34.650177,0.308494,4.801528,Polymer
870.092664,12.495719,48.623155,0.483856,4.382463,Polymer
1187.572213,54.438067,35.912141,0.109520,2.838079,Polymer
1445.666559,19.396090,2.939533,0.386993,4.615197,Polymer
5237.650409,224.827351,2780.551864,89.226243,118.251186,Ceramic
5269.649645,213.851603,1779.294140,104.814413,163.561811,Ceramic
1295.242938,47.594829,3.957891,0.472110,3.337841,Polymer
8924.859060,628.941589,127.484063,282.505334,99.917968,Metal
3704.367931,832.304293,259.191822,244.665242,174.222848,Metal
952.170598,36.579530,10.256236,0.147266,1.703737,Polymer
1497.111250,46.006898,13.664164,0.271814,1.128812,Polymer
1132.899129,36.184715,22.299185,0.216188,1.068440,Polymer
1160.514276,22.430435,4.628032,0.390854,4.550465,Polymer
8709.806833,867.645073,113.189924,358.100873,108.990739,Metal
958.969010,14.578403,40.712995,0.474822,3.691477,Polymer
5113.723960,284.763966,1243.368440,124.113395,226.884338,Ceramic
1376.656890,61.600328,40.124451,0.105497,4.835650,Polymer
4909.071785,45.815337,813.344644,147.810014,301.157308,Ceramic
4306.418067,481.209431,1907.921950,119.204333,430.541681,Ceramic
6133.810660,882.176597,192.209282,167.493468,148.344416,Metal
821.799520,65.080754,17.685284,0.407517,4.438891,Polymer
1041.138693,95.729932,36.978728,0.112796,0.889915,Polymer
1497.067661,14.805748,13.474715,0.478598,0.496077,Polymer
5731.184154,132.106715,1557.435415,69.614946,164.746518,Ceramic
4821.798418,450.126423,517.212953,146.893076,454.618412,Ceramic
4771.999850,301.525695,267.187796,325.482088,50.792084,Metal
4280.497301,497.966075,1965.465286,66.983709,393.674965,Ceramic
3041.534959,1124.150374,227.736087,242.565334,209.519380,Metal
2098.913453,192.214387,1089.617588,132.422075,218.365367,Ceramic
4090.853759,323.831865,1201.616546,115.389286,299.774003,Ceramic
804.443274,53.662099,38.102246,0.413514,2.325484,Polymer
5037.592392,426.609124,601.564689,105.021305,260.232751,Ceramic
3543.880387,750.687741,377.254942,95.820976,157.420486,Metal
6585.595492,537.761307,233.224509,276.233655,102.385952,Metal
5124.652982,359.195909,54.013435,256.773066,216.216630,Metal
5561.154988,805.238244,85.020798,58.940498,103.455610,Metal
4305.761551,388.239270,2714.275300,45.994835,286.907407,Ceramic
3520.209297,414.279653,1587.482742,16.267229,234.450430,Ceramic
3119.698611,215.899054,1375.194059,144.456598,322.324444,Ceramic
2823.903939,232.772897,1382.570469,36.246432,127.225726,Ceramic
2454.131487,479.539482,2493.308442,55.989041,424.345047,Ceramic
2553.036073,54.016139,1684.959342,65.111336,297.570611,Ceramic
3565.597941,547.446323,136.807022,298.197587,84.683388,Metal
807.047767,85.943847,2.326416,0.363210,4.023290,Polymer
3820.234079,228.945366,143.777090,273.440111,61.495290,Metal
859.386775,75.445139,3.226853,0.132666,2.277733,Polymer
980.744310,58.209338,49.767222,0.374618,2.851946,Polymer
1211.629195,82.062521,44.419797,0.175528,2.513232,Polymer
847.416864,29.467526,40.379661,0.315610,1.327995,Polymer
4998.125643,264.283684,465.196515,75.209719,333.865771,Ceramic
6684.429211,499.338816,144.228828,93.368986,167.966674,Metal
992.158172,69.300796,34.268274,0.124302,0.877740,Polymer
3202.461526,450.245436,327.533880,131.044401,118.967420,Metal
3355.365902,1048.216043,219.326925,285.622812,147.190940,Metal
1348.589240,78.510819,35.338725,0.388068,2.625702,Polymer
2665.522455,1067.345535,379.701896,111.515453,190.721121,Metal
1313.021689,38.288518,29.526273,0.478396,4.373175,Polymer
920.672538,89.889393,1.997697,0.180452,2.577715,Polymer
3557.532689,431.364212,1704.192189,143.499857,322.849862,Ceramic
